,zcr,rms_energy,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,sp_centroid,sp_rolloff,sp_bw,label
0,0.12953242549189814,0.052311132843088776,-242.17613750033908,101.24885993533664,-24.42735317239055,9.27416979369742,-14.929145106562862,-2.9992392770601093,0.041481223267813526,20.066515070420724,-2.3784237431914166,2.431840568229004,0.8694144566025999,5.09179609482763,-5.589738675358671,2028.4300270134534,3476.0172526041665,1995.6724505922316,cat
1,0.04346378168202765,0.03894344196238551,-308.9975826421641,117.03363998694354,25.20175441124472,26.46791856231228,11.705900071128722,26.462621355935724,10.357132438415755,9.82485399192654,-0.9083057307221922,8.900632405748016,3.238950036569125,8.842624290472902,2.2836043055980437,1370.3345373122297,2994.6533203125,2199.876642484336,cat
2,0.1378010692684332,0.041251664156145694,-326.5705280919229,82.61311844856509,-21.692980955273324,2.2616917996362607,-0.8475114103011822,13.410386627033558,-3.4817000726400984,6.108098191256348,-3.7255979554581753,1.5125454326379135,1.8168069133835454,3.1944655851903048,7.410900476204086,2510.7665175015895,5308.8276524697585,2431.1545645823276,cat
3,0.13810899522569445,0.06913065741752723,-231.47809773904305,90.69832473331027,-24.72844434115622,11.782147956805098,-10.83535386187335,-5.464319366616784,-0.8285391550097201,18.747116270992493,-1.6033666425005153,1.9144089822140005,-0.4450976089056995,3.6574887061767556,-2.613598792710238,2202.981815795549,3724.0478515625,2044.6115214261415,cat
4,0.13304533781828703,0.004868761483791146,-434.2368182429561,73.56891049279108,-1.8873406135373645,23.268887042999268,4.228009808963786,11.839639739029938,1.462546218600538,3.835094218176824,-4.3590073209531885,0.6299021660384757,-2.6506346304538764,7.691458672492041,-1.7142371947842616,2801.8909914366777,6189.3503824869795,2753.5270838068514,cat
5,0.16294417842741934,0.041819068818881006,-477.04043874432966,30.79821989393454,-26.342453569173813,1.8692790979201892,5.771524013187479,10.15795484885642,-6.757618751394035,-5.3572147787303965,-6.082800090862309,-3.9744432227694633,3.9343095384023155,4.050420292339841,5.704713273553118,2499.6305826428497,4547.673576108871,1997.0809995061586,cat
6,0.05778446903935185,0.013652969115086037,-459.6691329390914,162.27509764388756,29.135672231377274,-1.5402253832392119,-48.32439111117964,-6.306917625996801,-0.48436861681855387,-0.963563547504169,-7.009667316658629,12.356915958432687,-12.536011875227645,-1.3306635137716378,0.5903635025024414,1066.4811012541784,1477.3671468098958,1403.6735388562477,cat
7,0.1259630616359447,0.005528204929521351,-420.7578736757903,78.70244076284945,-6.074355291743433,21.099212171020596,3.703640599335943,9.40974954512262,-0.2820601015253001,4.16088269987414,-4.017441616200494,1.0115382129558221,-3.7136603959145082,7.486985443786542,0.8254220874353488,2653.9888127078743,5687.841796875,2635.1942899842193,cat
8,0.1680365668402778,0.04089254606959811,-484.17827931156864,36.448938301040066,-31.86567721226149,5.833241503133818,5.838535264548328,6.1628944880018635,-10.895801317809081,-7.118412200430477,-5.113870908816655,-1.24797829778658,5.492434095453333,3.3474500456617937,4.358510105353263,2554.041304173959,4535.7798258463545,1962.4217420275456,cat
9,0.02898039641203704,0.07896546774553104,-383.33686048454706,24.358762549029457,-5.847146544329546,7.358487011105926,-1.554780840045876,3.2887043972258216,0.14521121909772908,0.6373009491297934,-1.0278176492838949,-0.5858486195405325,2.3440373727568873,3.8686979421310954,5.1975049108818725,583.6942030095763,1135.7767740885417,560.9194280967987,cat
